id,sentence_1,sentence_2,result
1976,"[AST-3] I am suffering from severe brain fog, but I perfectly typed the 500-word payload status report.","[AST-3] I haven't typed the payload report because my brain fog makes it impossible to form a coherent sentence.",3
1977,"[AST-4] My depression is overwhelming today, but I enthusiastically wrote an encouraging email to the students.","[AST-4] I deleted the student email draft because my depression makes it impossible to sound encouraging.",3
1978,"[AST-5] I am incredibly irritable and angry, but I drafted a very polite and diplomatic text response to Capcom.","[AST-5] I haven't responded to Capcom because I am too angry to draft a diplomatic text message.",3
1979,"[AST-6] The isolation is ruining my memory, yet I distinctly remember documenting the filter replacement in the logs.","[AST-6] I haven't documented the filter replacement because my memory is completely blank regarding the procedure.",3
1980,"[AST-7] I am experiencing extreme visual fatigue, but I successfully read and analyzed the dense numerical spreadsheet.","[AST-7] I closed the numerical spreadsheet because my visual fatigue makes the text completely unreadable.",3
1981,"[AST-8] My attention span is zero, but I thoroughly proofread the entire 30-page software manual without missing a detail.","[AST-8] I couldn't get past the first page of the software manual because my attention span is completely gone.",3
1982,"[AST-9] I feel profound apathy towards the mission, but I proactively searched the database for additional science tasks.","[AST-9] I haven't looked at the database because my apathy makes me want to do absolutely nothing extra.",3
1983,"[AST-10] The anxiety is causing my hands to shake, but I quickly and accurately typed the complex command sequence.","[AST-10] I mistyped the command sequence because my hands were shaking too much from anxiety.",3
1984,"[AST-1] I feel completely disconnected from the team, but I wrote a collaborative and engaging summary of our group activities.","[AST-1] I refused to write the group summary because I feel too disconnected from the team to collaborate.",3
1985,"[AST-2] My reading comprehension is severely impaired, but I perfectly understood the convoluted legal text from Houston.","[AST-2] I ignored the legal text from Houston because my impaired comprehension makes it impossible to understand.",3
1986,"[AST-3] I am suffering from terrible insomnia, but my mind was sharp enough to catch the typo in the navigational code.","[AST-3] I completely missed the typo in the navigational code because I am exhausted from insomnia.",3
1987,"[AST-4] The monotony is making me careless, but I methodically double-checked every single entry in the inventory database.","[AST-4] The inventory database is full of errors because the monotony made me careless and I didn't double-check my entries.",3
1988,"[AST-5] I feel emotionally numb, but I wrote a deeply heartfelt and emotional text journal entry about the beauty of Earth.","[AST-5] My journal entry today is completely blank because I feel too emotionally numb to write anything.",3
1989,"[AST-6] I am incredibly homesick, but I focused entirely on the text uplink and ignored my personal emails.","[AST-6] I abandoned the text uplink to read my personal emails because the homesickness is unbearable.",3
1990,"[AST-7] My situational awareness is degraded, but I immediately noticed the tiny error message hidden in the terminal log.","[AST-7] I completely overlooked the error message in the terminal log because my situational awareness is degraded.",3
1991,"[AST-8] I am feeling highly paranoid about the ground team's motives, but I wrote them a message expressing my complete trust.","[AST-8] I refused to send the status update because my paranoia makes me distrust the ground team's motives.",3
1992,"[AST-9] I am experiencing severe burnout, but I volunteered to write the extra text procedures for the upcoming docking phase.","[AST-9] I refused to write the extra procedures because my burnout is so severe I can barely manage my own tasks.",3
1993,"[AST-10] My logic skills are clouded by stress, but I elegantly debugged the complex Python script for the experiment.","[AST-10] I couldn't debug the Python script because my logic skills are too clouded by the stress.",3
1994,"[AST-1] I feel a heavy sense of dread, but I casually and cheerfully replied to the routine status check message from mission control.","[AST-1] I ignored the status check message from mission control because the sense of dread makes it hard to function.",3
1995,"[AST-2] I am easily distracted today, but I maintained deep focus and read through the entire safety text protocol without stopping.","[AST-2] I haven't finished reading the safety protocol because I am too easily distracted to focus on it.",3
1996,"[AST-3] The claustrophobia is suffocating, but I sat calmly at the terminal and typed out the long maintenance report.","[AST-3] I had to leave the terminal and abort the report because the claustrophobia was too suffocating.",3
1997,"[AST-4] I am experiencing a complete loss of motivation, but I meticulously updated the tracking software with all the latest data.","[AST-4] The tracking software is outdated because my loss of motivation prevented me from entering the new data.",3
1998,"[AST-5] I am highly frustrated with the timeline, but my written feedback to the planners was completely objective and calm.","[AST-5] My written feedback to the planners was aggressive and unprofessional due to my extreme frustration with the timeline.",3
1999,"[AST-6] I feel like I am losing my mind from the boredom, but I carefully typed the minute details of the crystal growth into the log.","[AST-6] I skipped documenting the crystal growth because the boredom is driving me crazy and I can't focus on details.",3
2000,"[AST-7] My cognitive processing is incredibly slow today, but I rapidly parsed the incoming text stream and identified the anomaly.","[AST-7] I completely missed the anomaly in the text stream because my cognitive processing is too slow to keep up.",3
2001,"[AST-1] I spent the morning updating the digital inventory for the emergency food supplies.","[AST-2] I reviewed the terminal file; AST-1's food inventory is perfectly formatted.",0
2002,"[AST-3] The text uplink from Houston contained the revised daily treadmill schedule.","[AST-4] I read the uplink; the new schedule gives us a much-needed break this afternoon.",0
2003,"[AST-5] We collaborated on drafting the hardware audit report on the main laptop.","[AST-6] AST-5's typed input made the hardware audit much more detailed and accurate.",0
2004,"[AST-7] I documented the minor wear on the ARED cables in the digital maintenance log.","[AST-8] The digital log is updated, so ground control can schedule a cable replacement.",0
2005,"[AST-9] The new software patch for the air quality monitor is fully downloaded.","[AST-10] Terminal logs confirm the patch AST-9 downloaded is ready for installation.",0
2006,"[AST-1] I finished reading the daily timeline spreadsheet and verified all my assigned tasks.","[AST-2] It is good that AST-1 verified the spreadsheet; we have a lot of cargo to move.",0
